GNAME|GNTYPE|LATDMS|LONDMS|ELEV|TOWNNAME
Basin Hole|Basin|44.76060490|-71.62342220|314|BLOOMFIELD
Bass Hill|Summit|43.22090930|-73.16788430|501|RUPERT
Bassett Brook|Stream|44.83449280|-72.11204430|334|BROWNINGTON
Bat Harris Brook|Stream|44.27533570|-72.75845010|223|MORETOWN
Bates Hill|Summit|44.94949130|-72.09009920|407|DERBY
Battles Brook|Stream|43.96450890|-72.72538480|263|BRAINTREE
Battles School|School|43.96950880|-72.72677390|327|BRAINTREE
Baxter Mountain|Summit|43.79256830|-72.45509550|353|SHARON
Baylies Hill|Summit|43.60145870|-72.49981550|504|WOODSTOCK
Malletts Bay|Populated Place|44.54449220|-73.21540670|43|COLCHESTER
Beach Hill|Summit|44.68810590|-72.27677090|654|GLOVER
Beadles Cove|Bay|43.85089330|-73.37067410|25|SHOREHAM
Bean Brook|Stream|44.68866270|-71.87398300|319|NEWARK
Bean Mountain|Summit|44.67782790|-72.54872480|660|EDEN
Bean Pond|Lake|44.54866570|-72.07148670|362|LYNDON
Bean Pond|Lake|44.69838420|-72.08621010|363|SUTTON
Bean School|School|44.71838410|-71.95370700|482|NEWARK
Beans Point|Cape|44.69532300|-73.21235410|30|MILTON
Beanville School|School|43.90950990|-72.66288170|227|RANDOLPH
Bear Brook|Stream|43.33590670|-72.68398400|396|LUDLOW
Bear Den Trail|Trail|44.57672130|-71.89870500|760|BURKE
Bear Head|Summit|44.55227370|-72.80845710|1197|CAMBRIDGE
Bear Hill|Summit|42.89341470|-72.64036970|394|BRATTLEBORO
Bear Hill|Summit|43.15452160|-72.60675850|531|GRAFTON
Bear Hill|Summit|43.35368410|-72.71592960|661|LUDLOW
Bear Hill|Summit|44.03978600|-72.63288380|591|BROOKFIELD
Bear Hill|Summit|44.87199260|-71.93870710|652|MORGAN
Bear Hill|Summit|43.00702490|-72.51203360|331|PUTNEY
Bear Hill School|School|44.04534150|-72.62677270|498|BROOKFIELD
Bear Mountain|Summit|44.63366410|-71.57869740|534|MAIDSTONE
Bear Mountain|Summit|43.20090950|-73.16677320|1006|SANDGATE
Bear Mountain|Summit|43.51007000|-72.77232170|939|PLYMOUTH
Bear Mountain|Summit|43.60756860|-72.80454640|1157|KILLINGTON
Bear North Brook|Stream|43.94145650|-72.22564800|222|WEST FAIRLEE
Bear Notch|Gap|43.98201140|-72.24342690|373|CORINTH
Bear Pond|Lake|44.55505150|-72.80456820|1079|CAMBRIDGE
Bear Swamp|Swamp|44.36116760|-72.65011420|517|MIDDLESEX
Bears Den Hill|Summit|44.74032670|-72.78096140|411|BAKERSFIELD
Beartrap Island|Island|43.84950620|-73.18622570|109|WHITING
Beaver Brook|Stream|42.86785880|-72.87398690|465|WILMINGTON
Beaver Brook|Stream|43.60090290|-72.55620600|229|WOODSTOCK
Beaver Brook|Stream|43.99839200|-73.23900750|43|CORNWALL
Beaver Brook|Stream|44.03228010|-73.24039710|36|WEYBRIDGE
Beaver Brook|Stream|44.25894950|-72.26454190|330|GROTON
Seavers Brook|Stream|43.27979710|-72.46814470|102|SPRINGFIELD
Beaver Brook|Stream|43.35423980|-73.15871790|235|PAWLET
Beaver Brook|Stream|43.46757150|-72.47036890|204|WEST WINDSOR
Beaver Brook|Stream|44.64338320|-72.93624450|136|FAIRFAX
Beaver Brook|Stream|44.75004900|-72.28399350|365|ALBANY
Beaver Cemetery|Cemetery|44.72588150|-73.04708460|167|FAIRFAX
Beaver Meadow|Flat|43.65062080|-73.27400090|156|FAIR HAVEN
Beaver Meadow|Flat|44.28839000|-72.85400740|649|DUXBURY
Beaver Meadow|Flat|44.56894060|-72.74012180|663|MORRISTOWN
Beaver Meadow|Flat|44.67643910|-72.51344510|392|EDEN
Beaver Meadow Brook|Stream|43.33646260|-72.55786940|189|CHESTER
Beaver Meadow Brook|Stream|43.96117750|-72.41648680|377|CHELSEA
Beaver Meadow Brook|Stream|44.32755800|-72.50066300|315|CALAIS
Beaver Meadow Brook|Stream|44.32978060|-72.37565860|239|MARSHFIELD
Beaver Meadow Brook|Stream|44.56282980|-72.66400710|293|MORRISTOWN
Beaver Meadow Brook|Stream|44.67060580|-72.59456050|260|HYDE PARK
Beaver Meadow Brook|Stream|44.68088170|-73.05458170|91|GEORGIA
Beaver Meadow Brook|Stream|44.84115840|-72.80652140|146|ENOSBURG
Beaver Meadow Brook|Stream|44.85421410|-72.74429790|187|ENOSBURG
Beaver Pond|Lake|43.57368140|-72.46314800|355|HARTLAND
Beaver Pond|Reservoir|43.66340010|-73.04455320|173|PROCTOR
Beaver Pond|Lake|44.06145170|-72.72038720|532|ROXBURY
Beaver Pond|Lake|44.28089330|-72.25509770|359|GROTON
Beaver Pond|Lake|45.00476840|-71.93981840|465|HOLLAND
Beck Pond|Lake|44.72949490|-71.91676190|477|NEWARK
Beckley Hill|Summit|44.22811600|-72.50816130|320|BARRE TOWN
Bedell Brook|Stream|44.51727520|-72.61511560|220|MORRISTOWN
Bedell Covered Bridge|Bridge|44.04562110|-72.07481210|125|NEWBURY
Beebe Plain|Populated Place|45.00532370|-72.14065600|233|DERBY
Beebe Pond|Lake|43.73423060|-73.18316770|188|HUBBARDTON
Beech Bay|Bay|44.63226740|-73.34540970|29|SOUTH HERO
Beecher Falls|Populated Place|45.00810170|-71.50786170|329|CANAAN
Beecher Pond|Lake|44.81171570|-71.84953900|373|BRIGHTON
Beechnut Ridge|Ridge|44.92560300|-71.93454050|666|MORGAN
Beechwood Camp|Locale|43.74256340|-73.21066830|168|HUBBARDTON
Beeman Elementary School|School|44.12533490|-73.15373090|143|NEW HAVEN
Beetle Brook|Stream|44.90199100|-72.39844200|226|TROY
Belcher Hill|Summit|44.02923020|-72.71427500|690|ROXBURY
Belden Hill|Summit|42.74508300|-72.64425830|441|GUILFORD
Belding Pond|Lake|44.61699530|-72.70984350|362|JOHNSON
Belding Pond Brook|Stream|44.60866220|-72.68678660|228|JOHNSON
Bell Brook|Stream|44.64588390|-72.65067430|191|JOHNSON
Bell Island|Island|44.99032380|-72.20982440|208|DERBY
Bellevue Hill|Summit|44.78199120|-73.06486130|400|ST. ALBANS TOWN
Bellows Falls|Populated Place|43.13341110|-72.44397720|96|ROCKINGHAM
Bellows Falls Village Forest|Forest|43.15702180|-72.47953320|222|ROCKINGHAM
Bellows Free Academy|School|44.66366040|-73.01208200|115|FAIRFAX
Bellows Free Academy|School|44.80810140|-73.08291470|131|ST. ALBANS CITY
Belvidere Junction|Populated Place|44.73699330|-72.74262540|218|BELVIDERE
Belvidere Center|Populated Place|44.75004870|-72.69123370|261|BELVIDERE
Billings Hill|Summit|43.77256850|-72.46342860|379|SHARON
Billings Marsh|Swamp|43.60367720|-73.37705740|30|WEST HAVEN
Bingham Brook|Stream|44.32560780|-73.20595800|85|CHARLOTTE
Bingham Falls|Falls|44.51949670|-72.76706610|382|STOWE
Binghamville|Populated Place|44.67504960|-72.92346780|174|FLETCHER
Birch Hill|Summit|44.46255180|-72.95984680|370|JERICHO
Birch Point|Cape|44.59005230|-72.30399370|435|GREENSBORO
Bird Mountain|Summit|43.58617890|-73.11566400|652|IRA
Birdport|Populated Place|43.98505800|-73.31262010|92|BRIDPORT
Birnies Nose|Cliff|44.47366340|-72.87873420|398|UNDERHILL
Biscuit Hill|Summit|43.59006960|-72.57398400|489|WOODSTOCK
Bishop Hill|Summit|43.76228440|-73.28817030|250|ORWELL
Bissell Hill|Summit|43.56756920|-72.78621190|840|SHREWSBURY
Bixby Hill|Summit|44.00923180|-72.51815730|517|CHELSEA
Bixby Island|Island|44.74754260|-73.34291050|30|GRAND ISLE
Black Branch Nulhegan River|Stream|44.78366030|-71.69842450|319|BRUNSWICK
Black Brook|Stream|44.99226850|-71.67398000|507|AVERILL
Black Creek|Stream|44.93809740|-73.16901900|29|SWANTON
Black Creek|Stream|44.89504540|-72.94457850|102|SHELDON
Black Duck Ridge|Ridge|44.98809650|-73.16318430|30|SWANTON
Black Falls Brook|Stream|44.90199100|-72.64568070|142|MONTGOMERY
Black Hill|Summit|44.66171650|-72.89985460|328|FLETCHER
Black Hill|Summit|44.85754740|-72.33621750|654|NEWPORT TOWN
Black Hills|Summit|44.64977350|-72.22815830|701|GLOVER
Black Island|Island|44.99587920|-72.21037990|209|DERBY
Black Mountain|Summit|42.92285890|-72.60536900|353|DUMMERSTON
Black Mountain|Summit|44.92810290|-71.74787150|862|AVERILL
Black Pond|Reservoir|43.54979170|-72.75176620|406|PLYMOUTH
Black Pond|Lake|43.70311980|-73.22372340|191|HUBBARDTON
Black River|Stream|43.26063090|-72.43647750|89|SPRINGFIELD
Black River|Stream|44.92504690|-72.21288010|208|NEWPORT CITY
Black River Union School District School Number 39|School|43.39757230|-72.68815150|309|LUDLOW
Black Swamp|Swamp|43.57118020|-72.78843430|826|SHREWSBURY
Black Turn Brook|Stream|45.00060180|-71.80787270|382|NORTON
Blackberry Hill|Summit|44.33783560|-72.49094070|436|CALAIS
Blaisdell Brook|Stream|43.94701010|-72.55315710|180|RANDOLPH
Blake Cemetery|Cemetery|44.63421760|-72.57705930|297|HYDE PARK
Blake Falls|Falls|44.42894470|-72.41455100|372|WOODBURY
Blake Hill|Summit|43.21313150|-72.62787040|534|GRAFTON
Blake Hill|Summit|44.32228110|-72.28648860|565|PEACHAM
Blake Hill|Summit|43.62673640|-72.49092690|434|WOODSTOCK
Blake Pond|Lake|44.63533000|-72.11843290|482|SHEFFIELD
Blake Pond|Lake|44.71282840|-72.07232090|511|SUTTON
Blakey School|School|44.53115940|-73.19901750|59|COLCHESTER
Blanchard Bay|Bay|44.90504060|-73.33068790|29|ISLE LA MOTTE
Blanchard Brook|Stream|44.25005960|-72.56288620|162|MONTPELIER
Blessed Sacrament Church|Church|44.47366470|-72.69261810|231|STOWE
Bliss Cemetery|Cemetery|44.36255740|-72.42538330|323|CALAIS
Bliss Pond|Lake|44.35255740|-72.50066350|369|CALAIS
Blissville|Populated Place|43.59312250|-73.22983240|131|CASTLETON
Blockhouse Point|Cape|44.84559740|-73.28540900|32|NORTH HERO
Blodgett Brook|Stream|44.85977000|-71.55036410|305|LEMINGTON
Blood Bank School|School|43.92979000|-72.20398050|279|WEST FAIRLEE
Blood Brook|Stream|43.90117940|-72.21175810|207|FAIRLEE
Blood Hill|Summit|43.52312620|-72.48509190|463|WEST WINDSOR
Blood Mountain|Summit|43.75173730|-72.25064560|271|NORWICH
Bloodsucker Pond|Lake|43.33701830|-72.42897830|286|SPRINGFIELD
Bloomfield|Populated Place|44.75393830|-71.63231140|275|BLOOMFIELD
Bloomfield Cemetery|Cemetery|44.78921550|-71.58119870|328|BLOOMFIELD
Bloomfield Ridge|Ridge|44.81727080|-71.63925610|601|BLOOMFIELD
Blossom Cemetery|Cemetery|43.40340520|-73.23288590|140|PAWLET
Blossoms Corners|Locale|43.40118300|-73.22566360|127|PAWLET
Blue Ledge|Cliff|43.76922850|-73.34400500|65|ORWELL
Blue Mountain|Summit|42.80980440|-72.75731660|607|HALIFAX
Blue Mountain|Summit|44.23589500|-72.13759450|719|RYEGATE
Blue Mountain Union School|School|44.15534120|-72.08314760|192|NEWBURY
Blue Pond|Lake|44.41172280|-72.46871920|391|CALAIS
Blue Rock|Pillar|44.95865160|-73.25679640|29|ALBURG
Blueberry Hill|Summit|43.50368130|-72.69815280|676|PLYMOUTH
Blueberry Hill|Summit|43.62784450|-73.14594300|378|CASTLETON
Blueberry Hill|Summit|43.78089520|-73.29011520|226|ORWELL
Blueberry Ledges|Cliff|43.56312520|-72.67287530|505|PLYMOUTH
Blueberry Mountain|Summit|43.86839920|-72.67288110|384|BETHEL
Bluff Mountain|Summit|44.86588150|-71.85426150|822|BRIGHTON
Blush Hill|Summit|44.36755590|-72.73372880|243|WATERBURY
Blyhill Cemetery|Cemetery|44.84365970|-72.01287490|380|CHARLESTON
Boardman Hill|Summit|43.56840200|-73.00844000|390|CLARENDON
Bog Brook|Stream|44.52811160|-71.81592510|344|VICTORY
Bog Brook|Stream|44.49505500|-72.18621200|616|WALDEN
Bog Pond|Lake|43.95367850|-72.14647930|326|FAIRLEE
Bog Pond|Lake|44.54588880|-71.82925880|378|VICTORY
Bogue Branch|Stream|44.86532490|-72.78568840|157|ENOSBURG
Bohonon Cemetery|Cemetery|44.07423090|-72.41287760|618|WASHINGTON
Bolster Reservoir|Reservoir|44.15811740|-72.52732740|257|BARRE TOWN
Bolter Brook|Stream|44.94532460|-71.54230800|359|CANAAN
Bolton|Populated Place|44.37283230|-72.88067640|109|BOLTON
Bolton Falls|Falls|44.35949980|-72.81678600|109|WATERBURY
Bolton Lodge|Locale|44.41588690|-72.87039940|493|BOLTON
Bolton Memorial School|School|44.36366620|-72.84234220|117|BOLTON
Bolton Mountain|Summit|44.44921990|-72.83956620|1121|BOLTON
Bolton Notch|Locale|44.43283080|-72.89623370|362|BOLTON
Boltonville|Populated Place|44.17089640|-72.09981490|199|NEWBURY
Boltonville|Populated Place|44.17089640|-72.09981490|199|NEWBURY
Boltonville Cemetery|Cemetery|44.15756340|-72.08731440|199|NEWBURY
Bomoseen|Populated Place|43.64367700|-73.19872190|133|CASTLETON
"Bomoseen| Lake"|Lake|43.64423240|-73.21316650|125|CASTLETON
Bond Hill|Summit|43.25507520|-72.54425710|381|SPRINGFIELD
Bond Island|Island|43.90033850|-73.21011610|116|WHITING
Bone Mountain|Summit|44.40255420|-72.84428750|889|BOLTON
Boomhour Branch|Stream|44.68532790|-72.50677800|425|EDEN
Bordoville|Populated Place|44.84338050|-72.81874400|226|ENOSBURG
Borough Cemetery|Cemetery|44.24311020|-73.14317760|161|MONKTON
Boulley Brook|Stream|44.60449560|-72.70012060|293|JOHNSON
Bow Arrow Point|Cape|44.75448710|-73.31596560|29|NORTH HERO
Bowen Hill|Summit|43.45201590|-72.55675940|518|READING
Bowen Mountain|Summit|44.72032710|-72.63317420|666|EDEN
Bowman Corners|Populated Place|44.57366050|-73.05707550|223|WESTFORD
Boyce Hill|Summit|44.06978650|-72.42093330|633|WASHINGTON
Boyce School|School|44.09228520|-72.56899400|346|WILLIAMSTOWN
Boyds Hill|Summit|43.77062370|-72.51426310|445|SHARON
Boynton Hill|Summit|43.31729590|-72.71787370|652|ANDOVER
Boynton Hollow|Valley|43.33646230|-72.70481800|426|LUDLOW
Bradford|Populated Place|43.99256660|-72.12897930|143|BRADFORD
Bradford Center|Populated Place|44.01312190|-72.17064750|159|BRADFORD
Bradley Cemetery|Cemetery|44.77699270|-72.95875100|171|FAIRFIELD
Bradley Hill|Summit|43.74840350|-72.29814660|370|NORWICH
Bradley Hill|Summit|44.71393440|-73.17985590|128|GEORGIA
Bradley School|School|43.71978600|-73.22177920|181|HUBBARDTON
Brae Loch|Locale|44.57421410|-73.20985180|39|COLCHESTER
Bragg|Populated Place|43.71979230|-72.33898070|289|NORWICH
Bragg Brook|Stream|43.71562590|-72.31481360|154|NORWICH
West Braintree|Populated Place|43.97228650|-72.74677450|236|BRAINTREE
Braintree Church|Church|43.96895360|-72.68760610|484|BRAINTREE
Braisted Brook|Stream|43.97866830|-73.39845530|29|BRIDPORT
Branch Brook|Stream|42.75758290|-72.75926090|286|HALIFAX
Branch School|School|42.89813680|-72.72009390|261|MARLBORO
Branch School|School|44.63171800|-72.42594200|311|CRAFTSBURY
Branch School|School|44.82560320|-72.79902070|175|BAKERSFIELD
Branchview Cemetery|Cemetery|43.83701170|-72.51537570|151|ROYALTON
Brandon Swamp|Swamp|43.81922960|-73.13983540|111|BRANDON
Brattleboro|Populated Place|42.85091520|-72.55786780|73|BRATTLEBORO
Breakneck Hill|Summit|43.67256890|-72.54426230|379|POMFRET
Breese Pond|Lake|43.71395290|-73.21566790|168|HUBBARDTON
Breeze Hill|Summit|43.57173700|-72.45787010|409|HARTLAND
Breezy Hill|Summit|44.89588070|-72.16732340|339|DERBY
Brewer Cemetery|Cemetery|45.00809730|-73.02207170|61|HIGHGATE
Brewster River|Stream|44.65060570|-72.82762810|138|CAMBRIDGE
Bridgeman Hill|Summit|44.98920990|-72.93651930|210|FRANKLIN
Bridgewater|Populated Place|43.58812500|-72.62509670|252|BRIDGEWATER
Bridgewater Center|Populated Place|43.61645790|-72.65926470|288|BRIDGEWATER
Bridgewater Corners|Populated Place|43.58840260|-72.65593080|259|BRIDGEWATER
Bridgewater Hollow|Valley|43.64645750|-72.65787630|365|BRIDGEWATER
Brigham Hill|Summit|44.55810460|-73.10096320|305|ESSEX
Brighton Brook|Stream|44.80671490|-72.29343830|252|IRASBURG
Brighton School|School|44.81254810|-72.32371710|288|IRASBURG
Brimstone Corner|Populated Place|43.93784540|-72.26564900|237|VERSHIRE
Brimstone Corners|Locale|43.38868330|-73.13455100|316|PAWLET
Brittle Azra Stow Cemetery|Cemetery|44.06700160|-73.23789770|46|WEYBRIDGE
Broad Brook|Stream|43.58645830|-72.65093070|254|BRIDGEWATER
Broad Brook|Stream|42.81952660|-72.54508980|66|VERNON
Broad Brook|Stream|43.78701260|-72.48398490|130|SHARON
Broad Brook Mountain|Summit|43.78340100|-72.55120900|419|ROYALTON
Brock Hill|Summit|44.08256480|-72.14259230|421|NEWBURY
Brocklebank Hill|Summit|43.93478890|-72.41870860|635|TUNBRIDGE
Brockways Mills|Populated Place|43.20702070|-72.51620070|134|ROCKINGHAM
Brookfield|Populated Place|44.04228610|-72.60343850|392|BROOKFIELD
Brookfield Center|Populated Place|44.02034220|-72.60454910|434|BROOKFIELD
Brookfield Gulf|Valley|44.01534190|-72.65871740|248|BROOKFIELD
Brookline|Populated Place|43.03174640|-72.60148020|175|BROOKLINE
Brookline Elementary School|School|43.01424670|-72.60675810|161|BROOKLINE
Brooks Dam|Dam|44.84088180|-71.72175890|378|LEWIS
Brookside Cemetery|Cemetery|43.26507490|-72.59814760|198|CHESTER
Brookside Cemetery|Cemetery|44.59310510|-73.03902120|165|WESTFORD
Brookside School|School|44.21922740|-72.49204950|233|BARRE TOWN
Brookside School|School|44.53200010|-71.93759440|384|KIRBY
Brookside School|School|44.58782730|-73.03679870|155|WESTFORD
Brooksville|Populated Place|44.06561370|-73.17289660|85|NEW HAVEN
Broughton Brook|Stream|43.74895590|-72.72315770|250|STOCKBRIDGE
Brouillard Brook|Stream|44.88143670|-71.68620230|432|LEWIS
Brousseau Mountain|Summit|44.96838000|-71.74037150|839|NORTON
Brown Brook|Stream|43.18479870|-73.22705240|324|SANDGATE
Brown Brook|Stream|44.37866940|-72.12426350|351|DANVILLE
Brown Brook|Stream|42.73786070|-72.85426340|479|WHITINGHAM
Brown Pond|Lake|44.73088380|-71.98204090|568|WESTMORE
Brown School|School|44.75921550|-72.35816240|277|ALBANY
Brown School|School|44.92171330|-72.29954960|307|NEWPORT TOWN
Brownell Mountain|Summit|44.40644020|-73.13623660|244|WILLISTON
Brownington Branch|Stream|44.81699290|-72.15232320|300|BROWNINGTON
Brownington Center|Populated Place|44.82282620|-72.14815630|305|BROWNINGTON
Brownington Pond|Lake|44.87865880|-72.14760070|301|BROWNINGTON
Brownington Village|Populated Place|44.83088150|-72.17176810|377|BROWNINGTON
Browns Corners|Populated Place|44.96837660|-72.96874130|96|FRANKLIN
Browns Ledges|Summit|44.83088080|-72.45455470|476|LOWELL
Browns Mountain|Summit|44.25338950|-72.99567560|701|STARKSBORO
Browns Pond|Reservoir|44.81032560|-72.79068660|198|BAKERSFIELD
Browns River|Stream|44.66004930|-73.01874830|103|FAIRFAX
Brownsville|Populated Place|43.46868250|-72.47092450|209|WEST WINDSOR
Bruce Pond|Lake|44.64032950|-72.18704600|471|SHEFFIELD
Brunswick Springs|Populated Place|44.73643880|-71.63231120|301|BRUNSWICK
Brush Brook|Stream|44.29811100|-72.97039850|205|HUNTINGTON
Brush Creek|Stream|44.99531860|-73.16179520|30|SWANTON
Brush Hill|Summit|44.47366490|-72.65622770|370|STOWE
Bryant Brook|Stream|44.37838900|-72.72845100|183|WATERBURY
Buchanan Mountain|Summit|44.87921340|-72.50872410|879|WESTFIELD
Buck Brook|Stream|44.82671560|-71.96898520|348|CHARLESTON
Buck Hill|Summit|44.70477150|-72.99958540|284|FAIRFAX
Buck Hollow School|School|44.74532680|-72.98514280|204|FLETCHER
Buck Lake|Lake|44.46255500|-72.39955130|411|WOODBURY
Buck Lake Brook|Stream|44.44199980|-72.41705140|375|WOODBURY
Buck Mountain|Summit|44.72949350|-72.97319640|410|FLETCHER
Buck Mountain|Summit|44.12616710|-73.23345450|269|WALTHAM
Buck School|School|44.81643790|-71.97231870|373|CHARLESTON
Bucklin Trail|Trail|43.61951270|-72.84649210|674|KILLINGTON
Buffalo Brook|Stream|43.47340410|-72.69843030|321|PLYMOUTH
Buker Hill|Summit|44.61421700|-72.88790720|481|CAMBRIDGE
Bull Creek|Stream|43.14674420|-72.55175700|174|ROCKINGHAM
Bull Hill|Summit|43.17785460|-72.56897980|492|GRAFTON
Bull Hill|Summit|43.64145500|-73.17844370|284|CASTLETON
Bull Hill|Summit|43.68701240|-72.68371110|751|BRIDGEWATER
Bull Moose Hill|Summit|44.54588550|-72.69845290|597|STOWE
Bull Mountain|Summit|44.67282990|-71.74620280|787|FERDINAND
Bull Mountain|Summit|44.73060610|-71.83870500|835|FERDINAND
Bull Run|Stream|44.11811740|-72.67344280|240|NORTHFIELD
Bull Run School|School|44.08811800|-72.68538680|339|ROXBURY
Bull Rush Point|Cape|44.91254120|-73.24985210|29|NORTH HERO
Bullfrog Hollow|Valley|43.43118220|-73.23871940|150|WELLS
Bullhead Pond|Lake|43.73478480|-73.33150400|170|BENSON
Bullthroat|Populated Place|44.66394100|-71.64842200|400|MAIDSTONE
Bulter Lodge|Locale|44.51644080|-72.82095630|915|STOWE
Bump School|School|43.69506400|-73.26261280|138|BENSON
Bumps Brook|Stream|43.58562220|-73.38927940|27|WEST HAVEN
Bundy Brook|Stream|43.12424470|-72.47008870|115|WESTMINSTER
Bundy School|School|44.64283060|-71.92148360|428|BURKE
Bunker Hill|Summit|43.70840250|-72.45731640|459|POMFRET
Bunker Hill Cemetery|Cemetery|43.70701360|-72.46537200|392|POMFRET
Bunnell Brook|Stream|44.97976870|-71.56453100|371|CANAAN
Burbank Hill|Summit|44.43727820|-72.27065750|596|CABOT
Burbee Peak|Summit|43.70451180|-72.74871330|782|STOCKBRIDGE
Burbees Pond|Reservoir|43.15229910|-72.73009520|494|WINDHAM
Burgess Branch|Stream|44.80643680|-72.46011030|247|LOWELL
Burgess Cemetery|Cemetery|43.21313160|-72.59036930|334|GRAFTON
Burington School|School|44.91587990|-72.33677310|269|NEWPORT TOWN
Burke Green Cemetery|Cemetery|44.61588680|-71.93953940|370|BURKE
Burke Hollow|Populated Place|44.62255330|-71.94953960|296|BURKE
Burke Mountain|Summit|44.57116580|-71.89231590|989|BURKE
Burleson Pond|Lake|44.97393430|-72.79680300|167|BERKSHIRE
Burlington|Populated Place|44.47588250|-73.21207200|59|BURLINGTON
Burlington Bay|Bay|44.47477120|-73.23485000|28|BURLINGTON
Burlington Ferr|Locale|44.49227060|-73.27596230|29|SOUTH BURLINGTON
Burlington Point|Cape|44.58588570|-72.31566070|432|GREENSBORO
Burnham Hollow|Populated Place|43.48423650|-73.14732950|224|MIDDLETOWN SPRINGS
Burnham Mountain|Summit|44.17395170|-72.19065020|493|TOPSHAM
Burns Cemetery|Cemetery|43.70506870|-72.52537340|381|POMFRET
Burnside Mountain|Summit|44.58283240|-71.64397650|759|GUILDHALL
Burnt Hill|Summit|43.24063140|-73.15260630|753|RUPERT
Burnt Mountain|Summit|43.54145850|-72.77204440|847|PLYMOUTH
Burnt Mountain|Summit|44.20367270|-72.33898820|947|GROTON
Burnt Mountain|Summit|44.33561400|-72.31232320|682|MARSHFIELD
Burnt Mountain|Summit|44.75004870|-72.76929410|525|WATERVILLE
Burnt Mountain|Summit|44.84171400|-72.56650580|792|MONTGOMERY
Burnt Mountain|Summit|44.37700050|-72.66178160|833|MIDDLESEX
Burnt Rock Mountain|Summit|44.26755680|-72.89595210|945|FAYSTON
Burr Pond|Reservoir|43.76534110|-73.18316840|157|SUDBURY
Burr Pond School|School|43.77006320|-73.18094620|170|SUDBURY
Burridge School|School|43.92506490|-72.72621730|360|BRAINTREE
Burroughs Brook|Stream|44.48866720|-72.06870850|272|ST. JOHNSBURY
Burt Hill|Summit|43.16841000|-72.66814910|643|GRAFTON
Burt Hill|Summit|43.38090570|-73.19705200|356|PAWLET
Burton Hill|Summit|44.75032680|-72.26454850|468|ALBANY
Burton Hill School|School|44.77282650|-72.24982580|428|IRASBURG
Burton Island|Island|44.77448840|-73.20429960|39|ST. ALBANS TOWN
Burton Island State Park|Park|44.77254400|-73.20485520|39|ST. ALBANS TOWN
Burying Yard Point|Cape|44.90226290|-73.31985430|31|ISLE LA MOTTE
Bush Cemetery|Cemetery|44.98809540|-73.29485320|44|ALBURG
Butler Island|Island|44.83615370|-73.22790880|34|NORTH HERO
Butler Pond|Lake|43.69423260|-73.08038760|203|PITTSFORD
Butterfield Hill|Summit|43.36507330|-72.48786790|324|WEATHERSFIELD
Butterfield Mountain|Summit|44.18339530|-72.34121030|948|ORANGE
Buttermilk Falls|Falls|43.43646030|-72.72787520|380|LUDLOW
Butternut|Populated Place|43.37535040|-73.20232980|180|PAWLET
Butternut Hill|Summit|43.29201870|-72.64537140|509|CHESTER
Butternut Mountain|Summit|44.68949420|-72.65261950|672|JOHNSON
Butternut Ridge|Ridge|44.81754780|-72.77401950|362|BAKERSFIELD
Butlers Corners|Populated Place|44.51032750|-73.08401640|160|ESSEX
Button Bay|Bay|44.17616460|-73.36012540|29|FERRISBURG
Button Cemetery|Cemetery|43.85506720|-72.49704230|220|TUNBRIDGE
Button Island|Island|44.17644230|-73.36957000|29|FERRISBURG
Buybee Brook|Stream|44.93949040|-72.40122010|203|TROY
Buzzell Dam|Dam|44.86171490|-71.72342580|410|LEWIS
Buzzell Gap|Gap|44.59338760|-71.71981230|578|GRANBY
Buzzell Hill|Summit|44.57783250|-71.76953570|571|GRANBY
Buzzell Hill|Summit|44.81449290|-71.60064370|529|BLOOMFIELD
Cobbler Hill|Summit|44.74171570|-72.92708290|422|FLETCHER
Cabot|Populated Place|44.40144570|-72.31232480|320|CABOT
Cabot Plains|Locale|44.41644550|-72.24565620|586|CABOT
Cady Brook|Stream|43.54145940|-72.47536980|244|HARTLAND
Cady Hill|Summit|44.46394270|-72.70345160|357|STOWE
Cady School|School|43.98867130|-73.13567210|130|MIDDLEBURY
Cadys Falls|Populated Place|44.57810750|-72.61178270|171|MORRISTOWN
Calavale Brook|Stream|44.76060420|-72.61706280|347|EDEN
Callan School|School|44.85587950|-72.96874730|168|FAIRFIELD
Calvary Cemetery|Cemetery|43.59729050|-72.98649550|164|RUTLAND CITY
Calvin Coolidge Birthplace|Locale|43.53479200|-72.72120960|428|PLYMOUTH
Cambridge|Populated Place|44.64477220|-72.87624150|139|CAMBRIDGE
Cambridge Junction|Populated Place|44.64921690|-72.81346060|149|CAMBRIDGE
Cambridgeport|Populated Place|43.15146620|-72.56036840|185|GRAFTON
Camels Hump|Summit|44.31950010|-72.88623090|1219|HUNTINGTON
Camp Abnaki|Locale|44.76587590|-73.30874320|35|NORTH HERO
Camp Awanee|Locale|43.73700820|-73.18566780|204|HUBBARDTON
Camp Brook|Populated Place|43.85034380|-72.69315910|333|BETHEL
Camp Brook|Stream|43.85395520|-72.64621340|175|BETHEL
Camp Everest|Locale|44.64532390|-73.20929760|34|MILTON
Camp Grounds|Populated Place|44.90893450|-72.88346720|115|SHELDON
Camp Hill|Summit|43.34507370|-72.45453420|454|WEATHERSFIELD
Camp Kiniya|Locale|44.60393550|-73.22707430|42|COLCHESTER
Camp Kinni Kinnic|Locale|43.47756990|-73.20816350|153|POULTNEY
